"IDENTIFIANT";"N° FINESS/RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
;"590030508";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590031449";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590031878";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590031969";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590032199";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590032439";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590032819";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590032868";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590033023";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590033239";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590033296";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590033429";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590033668";;6;;;;;;;;;;;;;8;;;;;;;;;;;;
;"590033718";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590033940";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590033957";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590034534";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590034617";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"590034658";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590034732";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590034898";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590035002";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590035010";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590035150";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590035192";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590035275";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590035291";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590035366";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590035838";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590035945";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590036497";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590036505";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"590036513";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590036562";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590037438";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590037537";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590037719";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590037727";;4;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590037909";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590038097";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590038238";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590038477";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590038519";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590038568";;3;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590038899";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590038980";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590039798";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590039897";;1;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590039905";;;;;;;;;;;;;;;8;;;;;;;;;;;;
;"590039988";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590040267";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590041414";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590042149";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590042198";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590042628";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590043147";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590043162";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590043261";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590043998";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590044319";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590044418";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590044459";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590044632";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590044665";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590044707";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590044913";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590044962";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590045027";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590045233";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590045241";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590045332";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590045365";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590045423";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590045456";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590045514";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590045605";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590045761";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590045787";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590045886";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590045894";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590046082";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590046090";;4;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590046108";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590046447";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590046470";;2;;;;;;;;;;;;;16;;;;;;;;;;;;
;"590046777";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590046934";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590046983";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590046991";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590047023";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590047072";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590047163";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590047239";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590047759";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590047817";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590047833";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590047841";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590047858";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590047957";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590048013";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590048021";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590048054";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590048062";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590048070";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590048187";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590048294";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590048476";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590048542";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590048716";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590049060";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590049169";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590049391";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590049474";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590049532";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590049565";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590049623";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590049698";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590049896";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590049904";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590050100";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590050332";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590050365";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590050381";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590050407";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590050449";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590050464";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590050514";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590051033";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590051504";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590051819";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590051991";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590052056";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590052155";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590052270";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590052460";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590052569";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590052627";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590052973";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590053070";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590053898";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590054060";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590054276";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590054896";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590054938";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590055117";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590055273";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590055406";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"590055554";;7;;;;;;;;;;;;;5;;;;;;;;;;;;
;"590055661";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590055976";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590056131";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590056172";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590056313";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590056388";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590056479";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590056792";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590057006";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590057212";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590058616";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590058624";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590058749";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590058756";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590058772";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590059317";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590059366";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590059374";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590060075";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590060117";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590060893";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590061727";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590061883";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590061891";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590061974";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590062584";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590062618";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590062634";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590063095";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590064416";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590065942";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590066080";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590066270";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590067567";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590067658";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590068177";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590068730";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590069811";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590070777";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590780060";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590780102";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590780110";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590780128";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590780136";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590780235";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590780268";;8;;;;;;;;;;;;;7;;;;;;;;;;;;
;"590780284";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590780342";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590780383";;3;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590780482";;1;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590780508";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590780516";;3;;;;;;;;;;;;;10;;;;;;;;;;;;
;"590780540";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590781480";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590781506";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590781696";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590781704";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590781712";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590781944";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590781951";;4;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590782280";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590782298";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590782306";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782314";;1;;;;;;;;;;;;;14;;;;;;;;;;;;
;"590782322";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782348";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590782363";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782546";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782553";;5;;;;;;;;;;;;;;;;;;;;;;;;;
;"590782579";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782587";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782694";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782702";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782751";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590782769";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782777";;8;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590782785";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782793";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590782801";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782884";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590782892";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590782900";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590782926";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590782991";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783155";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590783171";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"590783189";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590783247";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783262";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783270";;5;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590783288";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590783296";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783304";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590783312";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783338";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783361";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783395";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590783411";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783429";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"590783437";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783460";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783486";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783494";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783502";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783510";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783536";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783544";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783551";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783569";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783585";;6;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590783593";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590783601";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783619";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783635";;5;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590783759";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590783882";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590783981";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590784146";;;;;;;;;;;;;;;10;;;;;;;;;;;;
;"590784153";;;;;;;;;;;;;;;14;;;;;;;;;;;;
;"590784161";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590784450";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590784476";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590784484";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590784781";;1;;;;;;;;;;;;;23;;;;;;;;;;;;
;"590784799";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590784864";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590784989";;2;;;;;;;;;;;;;9;;;;;;;;;;;;
;"590785044";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590785127";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590785135";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590785457";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590785473";;1;;;;;;;;;;;;;15;;;;;;;;;;;;
;"590785507";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590785515";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590785523";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590785739";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590785747";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590786851";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590786976";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590786984";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787016";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590787032";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590787040";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590787073";;;;;;;;;;;;;;;7;;;;;;;;;;;;
;"590787107";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787180";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787255";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787289";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787313";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590787388";;3;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590787404";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787487";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787586";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590787784";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590787842";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787909";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590787966";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590787990";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788006";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788030";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788063";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590788071";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590788089";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590788238";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788246";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590788253";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"590788295";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590788352";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590788410";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788428";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788444";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590788493";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590788550";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788568";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788618";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788642";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590788667";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590788683";;4;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590788691";;6;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590788741";;;;;;;;;;;;;;;10;;;;;;;;;;;;
;"590788774";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590788790";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788840";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590788964";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590788972";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590789814";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590789822";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590789848";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590789863";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590789889";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590789897";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590789905";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590789962";;3;;;;;;;;;;;;;5;;;;;;;;;;;;
;"590790002";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590790010";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590790069";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590790077";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590790101";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"590790119";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590790127";;5;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590790473";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590790523";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590790531";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590790549";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590790655";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590790754";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590791042";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590791083";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590791091";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590791190";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590791265";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590791315";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590791653";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590791679";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590791885";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590792628";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590792735";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590794103";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590794152";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590794228";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590794277";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590794301";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590794384";;3;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590794707";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590795431";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590796652";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590796892";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590796967";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590796975";;3;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590797031";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590797049";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590797072";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590797171";;5;;;;;;;;;;;;;;;;;;;;;;;;;
;"590797346";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590797353";;5;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590797387";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590798849";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590798948";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590800868";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590800892";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590801106";;15;;;;;;;;;;;;;12;;;;;;;;;;;;
;"590801338";;;;;;;;;;;;;;;1;;;;;;;;;;;;
